2026-01-19T18:08:27-03:00 srv1 samba[880]: [2026/01/19 18:08:27.172392,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:35-03:00 srv1 samba[810]: [2026/01/22 19:18:35.701314,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:35-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:35-03:00 srv1 samba[810]: [2026/01/22 19:18:35.871891,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:35-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:36-03:00 srv1 samba[810]: [2026/01/22 19:18:36.072172,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:36-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:36-03:00 srv1 samba[810]: [2026/01/22 19:18:36.243703,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:36-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:36-03:00 srv1 samba[810]: [2026/01/22 19:18:36.399736,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:36-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:36-03:00 srv1 samba[810]: [2026/01/22 19:18:36.541019,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:36-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.pdc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:36-03:00 srv1 samba[810]: [2026/01/22 19:18:36.669497,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:36-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:36-03:00 srv1 samba[810]: [2026/01/22 19:18:36.796577,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:36-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:36-03:00 srv1 samba[810]: [2026/01/22 19:18:36.920914,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:36-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_gc._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:37-03:00 srv1 samba[810]: [2026/01/22 19:18:37.043786,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:37-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:37-03:00 srv1 samba[810]: [2026/01/22 19:18:37.187344,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:37-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_gc._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:37-03:00 srv1 samba[810]: [2026/01/22 19:18:37.344970,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:37-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:37-03:00 srv1 samba[810]: [2026/01/22 19:18:37.501024,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:37-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:37-03:00 srv1 samba[810]: [2026/01/22 19:18:37.662397,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:37-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:37-03:00 srv1 samba[810]: [2026/01/22 19:18:37.821472,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:37-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:37-03:00 srv1 samba[810]: [2026/01/22 19:18:37.952766,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:37-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:38-03:00 srv1 samba[810]: [2026/01/22 19:18:38.111088,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:38-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:38-03:00 srv1 samba[810]: [2026/01/22 19:18:38.261595,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:38-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:38-03:00 srv1 samba[810]: [2026/01/22 19:18:38.372709,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:38-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:38-03:00 srv1 samba[810]: [2026/01/22 19:18:38.819238,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:38-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:39-03:00 srv1 samba[810]: [2026/01/22 19:18:39.020772,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:39-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:39-03:00 srv1 samba[810]: [2026/01/22 19:18:39.151995,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:39-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:39-03:00 srv1 samba[810]: [2026/01/22 19:18:39.303659,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:39-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:39-03:00 srv1 samba[810]: [2026/01/22 19:18:39.433322,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:39-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:39-03:00 srv1 samba[810]: [2026/01/22 19:18:39.584170,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:39-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:39-03:00 srv1 samba[810]: [2026/01/22 19:18:39.734657,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:39-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:39-03:00 srv1 samba[810]: [2026/01/22 19:18:39.881869,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:39-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:40-03:00 srv1 samba[810]: [2026/01/22 19:18:40.067500,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:40-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:40-03:00 srv1 samba[810]: [2026/01/22 19:18:40.238651,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:40-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:40-03:00 srv1 samba[810]: [2026/01/22 19:18:40.402097,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:18:40-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:18:40-03:00 srv1 samba[810]: [2026/01/22 19:18:40.748519,  0] source4/dsdb/dns/dns_update.c:85(dnsupdate_nameupdate_done)
2026-01-22T19:18:40-03:00 srv1 samba[810]:   dnsupdate_nameupdate_done: Failed DNS update with exit code 44
2026-01-22T19:28:32-03:00 srv1 samba[810]: [2026/01/22 19:28:32.304127,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:32-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:32-03:00 srv1 samba[810]: [2026/01/22 19:28:32.464820,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:32-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:32-03:00 srv1 samba[810]: [2026/01/22 19:28:32.614868,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:32-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[533cf283-fd83-429d-91f0-d87a18a19af8] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:32-03:00 srv1 samba[810]: [2026/01/22 19:28:32.739007,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:32-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:32-03:00 srv1 samba[810]: [2026/01/22 19:28:32.860852,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:32-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:32-03:00 srv1 samba[810]: [2026/01/22 19:28:32.991329,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:32-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:33-03:00 srv1 samba[810]: [2026/01/22 19:28:33.145382,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:33-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:33-03:00 srv1 samba[810]: [2026/01/22 19:28:33.283053,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:33-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:33-03:00 srv1 samba[810]: [2026/01/22 19:28:33.431951,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:33-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:33-03:00 srv1 samba[810]: [2026/01/22 19:28:33.556256,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:33-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.0d491fd4-d42c-4d74-9d49-6745cf273338.domains] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:33-03:00 srv1 samba[810]: [2026/01/22 19:28:33.677065,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:33-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:33-03:00 srv1 samba[810]: [2026/01/22 19:28:33.821767,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:33-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:33-03:00 srv1 samba[810]: [2026/01/22 19:28:33.979558,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:33-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:34-03:00 srv1 samba[810]: [2026/01/22 19:28:34.124571,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:34-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:34-03:00 srv1 samba[810]: [2026/01/22 19:28:34.272943,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:34-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:34-03:00 srv1 samba[810]: [2026/01/22 19:28:34.403847,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:34-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:34-03:00 srv1 samba[810]: [2026/01/22 19:28:34.524888,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:34-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:34-03:00 srv1 samba[810]: [2026/01/22 19:28:34.680857,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:34-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:34-03:00 srv1 samba[810]: [2026/01/22 19:28:34.807643,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:34-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:34-03:00 srv1 samba[810]: [2026/01/22 19:28:34.934020,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:34-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.pdc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:35-03:00 srv1 samba[810]: [2026/01/22 19:28:35.088480,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:35-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:35-03:00 srv1 samba[810]: [2026/01/22 19:28:35.223113,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:35-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-22T19:28:35-03:00 srv1 samba[810]: [2026/01/22 19:28:35.360160,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-22T19:28:35-03:00 srv1 samba[810]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_gc._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
